,ACC,ACP,AVAILABLE,BIAS,BMAX,BMIN,BRB,BREP,BRM1,BRM2,DR,ENABLED,FORE,FROM FILE,ID,IMAX,IMIN,KMPOST,LINE,MODE,MREP,MULT,NFD,NOTE,NREP,OFF,OMAX,OMIN,OPENPATH,OREP,OUTOFRANGE,RANGE,RAW.UNITS,RB,RDR,REP,RULE,SCALING,SDB,SP,TAGS,TAVE,TEB,TOUT,VAL,XACC,XBRB,XBREP,XCOORD,XMREP,XNREP,XOREP,XRB,XRDR,XREP,YCOORD
,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PERCENT,PERCENT/MIN,PERCENT,n/a,PERCENT,PERCENT,PERCENT,PERCENT/MIN,PERCENT/MIN,PERCENT,n/a
LUDDE-A0-TD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9243,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUDDE TMP,,,1,,,,,23181,,,,,,,2524
LUDDE-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9258,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUDDE TMP,,,1,,,,,22976,,,,,,,2050
LUDDE-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9273,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUDDE TMP,,,1,,,,,22782,,,,,,,2050
LUDDE-A0-TS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9288,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUDDE TMP,,,1,,,,,22737,,,,,,,2505
LUDDE-FLOW,,,0,,6625,-4999,,10000,,,HF_LUDDE:SQ,1,,INPREP_INC\KSTA\LDS\LUDDE.INC,,6625,-4999,0,75,ON,,,3,,5000,,6625,-100,0,,0,,,,,0,LINEAR,DISABLED,,0.08333,LUDDE FLW,,,1,0,,,,22870,,,,,,,2590
LUFKN-01A-B0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,5696,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUFKN BV,,,1,,,,,40677,,,,,,,4932
LUFKN-01A-B0-PMLD,,,0,,15000,-99,,10000,,,MON_LUFKN_01A_B0_PMLD:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,5712,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,LUFKN PRS,,,1,,,,,40556,,,,,,,4709
LUFKN-01A-B0-PMLS,,,0,,15000,-99,,10000,,,MON_LUFKN_01A_B0_PMLS:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,5728,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,LUFKN PRS,,,1,,,,,40743,,,,,,,5148
LUFKN-01A-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,5744,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUFKN TMP,,,1,,,,,40554,,,,,,,4658
LUFKN-01A-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,5759,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUFKN TMP,,,1,,,,,40746,,,,,,,5093
LUFKN-01B-B0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,5774,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUFKN BV,,,1,,,,,40464,,,,,,,5514
LUFKN-01B-B0-PMLD,,,0,,15000,-99,,10000,,,MON_LUFKN_01B_B0_PMLD:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,5790,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,LUFKN PRS,,,1,,,,,40696,,,,,,,5381
LUFKN-01B-B0-PMLS,,,0,,15000,-99,,10000,,,MON_LUFKN_01B_B0_PMLS:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,5806,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,LUFKN PRS,,,1,,,,,40776,,,,,,,5680
LUFKN-01B-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,5822,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUFKN TMP,,,1,,,,,40696,,,,,,,5330
LUFKN-01B-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,5837,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUFKN TMP,,,1,,,,,40774,,,,,,,5624
LUFKN-02A-B0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,5852,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUFKN BV,,,1,,,,,41086,,,,,,,5325
LUFKN-02A-B0-PMLD,,,0,,15000,-99,,10000,,,MON_LUFKN_02A_B0_PMLD:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,5868,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,LUFKN PRS,,,1,,,,,41108,,,,,,,5596
LUFKN-02A-B0-PMLS,,,0,,15000,-99,,10000,,,MON_LUFKN_02A_B0_PMLS:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,5884,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,LUFKN PRS,,,1,,,,,41124,,,,,,,5079
LUFKN-02A-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,5900,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUFKN TMP,,,1,,,,,41108,,,,,,,5544
LUFKN-02A-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,5915,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUFKN TMP,,,1,,,,,41122,,,,,,,5027
LUFKN-B0-CVPOS,,,0,,100,0,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,100,0,0,5930,ON,,,3,,5000,,100,0,0,,0,,,,,0.001,LINEAR,DISABLED,,0.08333,,,,1,,,,,40475,,,,,,,6398
LUFKN-B0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,1000,500,0,5944,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUFKN DENS,,,1,,,,,40475,,,,,,,6478
LUFKN-B0-DRA-FLOW,,,0,,500,0,,10000,,,TAKE_LUFKN_DRA:SNQ,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,500,0,0,6134,ON,,,3,,5000,,500,0,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,LUFKN DRA FLW,,,1,0,,,,40904,,,,,,,5950
LUFKN-B0-DRA-LGT-MOV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,5991,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUFKN DRA FLW,,,1,,,,,40746,,,,,,,6048
LUFKN-B0-DRA-LGT-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,6625,-4999,0,6037,ON,,,3,,5000,,6625,-4999,0,,0,,,,,1,LINEAR,DISABLED,,0.08333,LUFKN DRA FLW,,,1,,,,,40748,,,,,,,5892
LUFKN-B0-DRA-MOV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,6084,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUFKN DRA FLW,,,1,,,,,40748,,,,,,,5998
LUFKN-B0-DRA-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,6625,-4999,0,6181,ON,,,3,,5000,,6625,-4999,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,LUFKN DRA FLW,,,1,,,,,40748,,,,,,,5845
LUFKN-B0-LTP-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,6196,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUKFN BV,,,1,,,,,40690,,,,,,,6504
LUFKN-B0-LTP-MOVKCK,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,6212,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUKFN BV,,,1,,,,,40692,,,,,,,6554
LUFKN-B0-LTP-MOVOUT,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,6228,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUKFN BV,,,1,,,,,40692,,,,,,,6604
LUFKN-B0-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,6244,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUKFN BV,,,1,,,,,40381,,,,,,,6039
LUFKN-B0-MOVD,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,6260,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUFKN BV,,,1,,,,,40381,,,,,,,6147
LUFKN-B0-MOVS,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,6276,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUFKN BV,,,1,,,,,40381,,,,,,,6097
LUFKN-B0-PD,,,0,,15000,-99,,10000,,,MON_LUFKN_B0_PD:SP,1,,INPREP_INC\KSTD\LDS\LUFKN.INC,,15000,-99,0,27,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,LUFKN PRS,,,1,,,,,40712,,,,,,,6323
LUFKN-B0-PMLD,,,0,,15000,-99,,10000,,,MON_LUFKN_B0_PMLD:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,6292,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,LUFKN PRS,,,1,,,,,40513,,,,,,,5916
LUFKN-B0-PMLS,,,0,,15000,-99,,10000,,,MON_LUFKN_B0_PMLS:SP,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,15000,-99,0,6308,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,LUFKN PRS,,,1,,,,,40247,,,,,,,5905
LUFKN-B0-PS,,,0,,15000,-99,,10000,,,MON_LUFKN_B0_PS:SP,1,,INPREP_INC\KSTD\LDS\LUFKN.INC,,15000,-99,0,43,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,LUFKN PRS,,,1,,,,,40246,,,,,,,6317
LUFKN-B0-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTD\LDS\LUFKN.INC,,6625,-4999,0,59,ON,,,3,,5000,,6625,-4999,0,,0,,,,,(LUFKN-B0-Q:RAW < 2 ? 0.2 : 20),LINEAR,ENABLED,,0.08333,LUFKN FLW,,,1,,,,,40469,,,,,,,6361
LUFKN-B0-RTP-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,6324,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUKFN BV,,,1,,,,,40123,,,,,,,6487
LUFKN-B0-RTP-MOVIN,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,6340,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUKFN BV,,,1,,,,,40123,,,,,,,6587
LUFKN-B0-RTP-MOVKCK,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,4,0.5,0,6356,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUKFN BV,,,1,,,,,40123,,,,,,,6537
LUFKN-B0-TD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,6372,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUFKN TMP,,,1,,,,,40705,,,,,,,6275
LUFKN-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,6387,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUFKN TMP,,,1,,,,,40513,,,,,,,5872
LUFKN-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,6402,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUFKN TMP,,,1,,,,,40249,,,,,,,5865
LUFKN-B0-TS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTD\KSTD_SCADA.INC,,80,-39,0,6417,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUFKN TMP,,,1,,,,,40247,,,,,,,6269
LUFKN-FLOW,,,0,,6625,-4999,,10000,,,HF_LUFKN:SQ,1,,INPREP_INC\KSTD\LDS\LUFKN.INC,,6625,-4999,0,75,ON,,,3,,5000,,6625,-100,0,,0,,,,,0,LINEAR,DISABLED,,0.08333,LUFKN FLW,,,1,0,,,,40359,,,,,,,6361
LUVER+44-2-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,9303,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUVER BV,,,1,,,,,21768,,,,,,,1658
LUVER+44-2-A0-PMLD,,,0,,15000,-99,,10000,,,MON_LUVER_44_2_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,9319,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,LUVER PRS,,,1,,,,,21984,,,,,,,1908
LUVER+44-2-A0-PMLS,,,0,,15000,-99,,10000,,,MON_LUVER_44_2_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,9335,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,LUVER PRS,,,1,,,,,21934,,,,,,,1440
LUVER+44-2-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9351,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUVER TMP,,,1,,,,,21984,,,,,,,1854
LUVER+44-2-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9366,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUVER TMP,,,1,,,,,21934,,,,,,,1382
LUVER-A0-CVPOS,,,0,,100,0,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,100,0,0,9381,ON,,,3,,5000,,100,0,0,,0,,,,,0.001,LINEAR,DISABLED,,0.08333,LUVER,,,1,,,,,21379,,,,,,,2643
LUVER-A0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,1000,500,0,9396,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUVER DENS,,,1,,,,,21370,,,,,,,2720
LUVER-A0-DRA-FLOW,,,0,,500,0,,10000,,,TAKE_LUVER_DRA:SNQ,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,500,0,0,9427,ON,,,3,,5000,,500,0,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,LUVER DRA FLW,,,1,0,,,,21745,,,,,,,2160
LUVER-A0-DRA-MOV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,9411,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUVER DRA BV,,,1,,,,,21589,,,,,,,2219
LUVER-A0-DRA-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,6625,-4999,0,9444,ON,,,3,,5000,,6625,-4999,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,LUVER DRA FLW,,,1,,,,,21586,,,,,,,2105
LUVER-A0-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,9459,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUVER BV,,,1,,,,,21290,,,,,,,2281
LUVER-A0-MOVD,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,9475,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUVER BV,,,1,,,,,21290,,,,,,,2380
LUVER-A0-MOVS,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,9491,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUVER BV,,,1,,,,,21290,,,,,,,2330
LUVER-A0-PD,,,0,,15000,-99,,10000,,,MON_LUVER_A0_PD:SP,1,,INPREP_INC\KSTA\LDS\LUVER.INC,,15000,-99,0,27,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,LUVER PRS,,,1,,,,,21587,,,,,,,2597
LUVER-A0-PMLD,,,0,,15000,-99,,10000,,,MON_LUVER_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,9507,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,LUVER PRS,,,1,,,,,21371,,,,,,,2144
LUVER-A0-PMLS,,,0,,15000,-99,,10000,,,MON_LUVER_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,9523,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,LUVER PRS,,,1,,,,,21176,,,,,,,2147
LUVER-A0-PS,,,0,,15000,-99,,10000,,,MON_LUVER_A0_PS:SP,1,,INPREP_INC\KSTA\LDS\LUVER.INC,,15000,-99,0,43,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,LUVER PRS,,,1,,,,,21133,,,,,,,2561
LUVER-A0-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\LDS\LUVER.INC,,6625,-4999,0,59,ON,,,3,,5000,,6625,-4999,0,,0,,,,,(LUVER-A0-Q:RAW < 2 ? 0.2 : 20),LINEAR,ENABLED,,0.08333,LUVER FLW,,,1,,,,,21360,,,,,,,2587
LUVER-A0-TD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9539,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUVER TMP,,,1,,,,,21588,,,,,,,2544
LUVER-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9554,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUVER TMP,,,1,,,,,21366,,,,,,,2098
LUVER-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9569,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUVER TMP,,,1,,,,,21171,,,,,,,2101
LUVER-A0-TS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9584,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,LUVER TMP,,,1,,,,,21133,,,,,,,2506
LUVER-FLOW,,,0,,6625,-4999,,10000,,,HF_LUVER:SQ,1,,INPREP_INC\KSTA\LDS\LUVER.INC,,6625,-4999,0,75,ON,,,3,,5000,,6625,-100,0,,0,,,,,0,LINEAR,DISABLED,,0.08333,LUVER FLW,,,1,0,,,,21250,,,,,,,2587
MDLTP+23-6-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,4,0.5,0,767,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MDLTP BV,,,1,,,,,35970,,,,,,,1581
MDLTP+23-6-A0-PMLD,,,0,,15000,-99,,10000,,,MON_MDLTP_23_6_A0_PMLD:SP,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,15000,-99,0,801,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MDLTP PRS,,,1,,,,,35653,,,,,,,1348
MDLTP+23-6-A0-PMLS,,,0,,15000,-99,,10000,,,MON_MDLTP_23_6_A0_PMLS:SP,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,15000,-99,0,833,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MDLTP PRS,,,1,,,,,35707,,,,,,,1734
MDLTP+23-6-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,80,-39,0,865,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MDLTP TMP,,,1,,,,,35656,,,,,,,1302
MDLTP+23-6-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,80,-39,0,895,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MDLTP TMP,,,1,,,,,35703,,,,,,,1684
MDLTP+28-3-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,4,0.5,0,783,OFF,,,3,,5000,1,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MDLTP BV,,,1,,,,,36400,,,,,,,1600
MDLTP+28-3-A0-PMLD,,,0,,15000,-99,,10000,,,MON_MDLTP_28_3_A0_PMLD:SP,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,15000,-99,0,817,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MDLTP PRS,,,1,,,,,36448,,,,,,,1750
MDLTP+28-3-A0-PMLS,,,0,,15000,-99,,10000,,,MON_MDLTP_28_3_A0_PMLS:SP,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,15000,-99,0,849,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MDLTP PRS,,,1,,,,,36420,,,,,,,1214
MDLTP+28-3-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,80,-39,0,880,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MDLTP TMP,,,1,,,,,36448,,,,,,,1699
MDLTP+28-3-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,80,-39,0,910,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MDLTP TMP,,,1,,,,,36421,,,,,,,1164
MDLTP-A0-CVPOS,,,0,,100,0,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,100,0,0,925,ON,,,3,,5000,,100,0,0,,0,,,,,0.001,LINEAR,DISABLED,,0.08333,MDLTP,,,1,,,,,35752,,,,,,,2646
MDLTP-A0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,1000,500,0,940,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MDLTP DENS,,,1,,,,,35750,,,,,,,2730
MDLTP-A0-DRA-FLOW,,,0,,500,0,,10000,,,TAKE_MDLTP_DRA:SNQ,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,500,0,0,971,ON,,,3,,5000,,500,0,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,MDLTP DRA FLW,,,1,0,,,,36152,,,,,,,2160
MDLTP-A0-DRA-MOV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,4,0.5,0,955,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MDLTP DRA BV,,,1,,,,,35992,,,,,,,2214
MDLTP-A0-DRA-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,6625,-4999,0,988,ON,,,3,,5000,,6625,-4999,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,MDLTP DRA FLW,,,1,,,,,35990,,,,,,,2105
MDLTP-A0-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,4,0.5,0,1003,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MDLTP BV,,,1,,,,,35661,,,,,,,2301
MDLTP-A0-MOVD,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,4,0.5,0,1019,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MDLTP BV,,,1,,,,,35669,,,,,,,2398
