,ACC,ACP,AVAILABLE,BIAS,BMAX,BMIN,BRB,BREP,BRM1,BRM2,DR,ENABLED,FORE,FROM FILE,ID,IMAX,IMIN,KMPOST,LINE,MODE,MREP,MULT,NFD,NOTE,NREP,OFF,OMAX,OMIN,OPENPATH,OREP,OUTOFRANGE,RANGE,RAW.UNITS,RB,RDR,REP,RULE,SCALING,SDB,SP,TAGS,TAVE,TEB,TOUT,VAL,XACC,XBRB,XBREP,XCOORD,XMREP,XNREP,XOREP,XRB,XRDR,XREP,YCOORD
,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PERCENT,PERCENT/MIN,PERCENT,n/a,PERCENT,PERCENT,PERCENT,PERCENT/MIN,PERCENT/MIN,PERCENT,n/a
MDLTP-A0-MOVS,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,4,0.5,0,1035,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MDLTP BV,,,1,,,,,35665,,,,,,,2348
MDLTP-A0-PD,,,0,,15000,-99,,10000,,,MON_MDLTP_A0_PD:SP,1,,INPREP_INC\KSTB\LDS\MDLTP.INC,,15000,-99,0,27,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MDLTP PRS,,,1,,,,,36022,,,,,,,2580
MDLTP-A0-PMLD,,,0,,15000,-99,,10000,,,MON_MDLTP_A0_PMLD:SP,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,15000,-99,0,1051,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MDLTP PRS,,,1,,,,,35751,,,,,,,2115
MDLTP-A0-PMLS,,,0,,15000,-99,,10000,,,MON_MDLTP_A0_PMLS:SP,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,15000,-99,0,1067,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,MDLTP PRS,,,1,,,,,35564,,,,,,,2125
MDLTP-A0-PS,,,0,,15000,-99,,10000,,,MON_MDLTP_A0_PS:SP,1,,INPREP_INC\KSTB\LDS\MDLTP.INC,,15000,-99,0,43,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,MDLTP PRS,,,1,,,,,35543,,,,,,,2538
MDLTP-A0-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTB\LDS\MDLTP.INC,,6625,-4999,0,59,ON,,,3,,5000,,6625,-4999,0,,0,,,,,(MDLTP-A0-Q:RAW < 2 ? 0.2 : 20),LINEAR,ENABLED,,0.08333,MDLTP FLW,,,1,,,,,35765,,,,,,,2546
MDLTP-A0-TD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,80,-39,0,1083,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MDLTP TMP,,,1,,,,,36020,,,,,,,2532
MDLTP-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,80,-39,0,1098,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MDLTP TMP,,,1,,,,,35760,,,,,,,2070
MDLTP-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,80,-39,0,1113,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MDLTP TMP,,,1,,,,,35573,,,,,,,2076
MDLTP-A0-TS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTB\KSTB_SCADA.INC,,80,-39,0,1128,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MDLTP TMP,,,1,,,,,35537,,,,,,,2489
MDLTP-FLOW,,,0,,6625,-4999,,10000,,,HF_MDLTP:SQ,1,,INPREP_INC\KSTB\LDS\MDLTP.INC,,6625,-4999,0,75,ON,,,3,,5000,,6625,-100,0,,0,,,,,0,LINEAR,DISABLED,,0.08333,MDLTP FLW,,,1,0,,,,35655,,,,,,,2546
MNTOR+35-6-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,9599,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MNTOR BV,,,1,,,,,2978,,,,,,,1661
MNTOR+35-6-A0-PMLD,,,0,,15000,-99,,10000,,,MON_MNTOR_35_6_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,9615,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MNTOR PRS,,,1,,,,,3056,,,,,,,1436
MNTOR+35-6-A0-PMLS,,,0,,15000,-99,,10000,,,MON_MNTOR_35_6_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,9631,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MNTOR PRS,,,1,,,,,2650,,,,,,,1831
MNTOR+35-6-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9647,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MNTOR TMP,,,1,,,,,3054,,,,,,,1391
MNTOR+35-6-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9662,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MNTOR TMP,,,1,,,,,2650,,,,,,,1784
MNTOR-A0-CVPOS,,,0,,100,0,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,100,0,0,9677,ON,,,3,,5000,,100,0,0,,0,,,,,0.001,LINEAR,DISABLED,,0.08333,MNTOR,,,1,,,,,2770,,,,,,,2620
MNTOR-A0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,1000,500,0,9692,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MNTOR DENS,,,1,,,,,2770,,,,,,,2700
MNTOR-A0-DRA-FLOW,,,0,,500,0,,10000,,,TAKE_MNTOR_DRA:SNQ,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,500,0,0,9723,ON,,,3,,5000,,500,0,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,MNTOR DRA FLW,,,1,0,,,,3137,,,,,,,2250
MNTOR-A0-DRA-MOV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,9707,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MNTOR DRA BV,,,1,,,,,2992,,,,,,,2304
MNTOR-A0-DRA-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,6625,-4999,0,9740,ON,,,3,,5000,,6625,-4999,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,MNTOR DRA FLW,,,1,,,,,2991,,,,,,,2199
MNTOR-A0-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,9755,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MNTOR BV,,,1,,,,,2671,,,,,,,2315
MNTOR-A0-MOVD,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,9771,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MNTOR BV,,,1,,,,,2673,,,,,,,2413
MNTOR-A0-MOVS,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,9787,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MNTOR BV,,,1,,,,,2672,,,,,,,2366
MNTOR-A0-PD,,,0,,15000,-99,,10000,,,MON_MNTOR_A0_PD:SP,1,,INPREP_INC\KSTA\LDS\MNTOR.INC,,15000,-99,0,27,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MNTOR PRS,,,1,,,,,2961,,,,,,,2559
MNTOR-A0-PMLD,,,0,,15000,-99,,10000,,,MON_MNTOR_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,9803,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MNTOR PRS,,,1,,,,,2767,,,,,,,2140
MNTOR-A0-PMLS,,,0,,15000,-99,,10000,,,MON_MNTOR_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,9819,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,MNTOR PRS,,,1,,,,,2591,,,,,,,2144
MNTOR-A0-PS,,,0,,15000,-99,,10000,,,MON_MNTOR_A0_PS:SP,1,,INPREP_INC\KSTA\LDS\MNTOR.INC,,15000,-99,0,43,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,MNTOR PRS,,,1,,,,,2545,,,,,,,2545
MNTOR-A0-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\LDS\MNTOR.INC,,6625,-4999,0,59,ON,,,3,,5000,,6625,-4999,0,,0,,,,,(MNTOR-A0-Q:RAW < 2 ? 0.2 : 20),LINEAR,ENABLED,,0.08333,MNTOR FLW,,,1,,,,,2779,,,,,,,2535
MNTOR-A0-TD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9835,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MNTOR TMP,,,1,,,,,2960,,,,,,,2513
MNTOR-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9850,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MNTOR TMP,,,1,,,,,2770,,,,,,,2092
MNTOR-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9865,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MNTOR TMP,,,1,,,,,2589,,,,,,,2097
MNTOR-A0-TS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9880,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MNTOR TMP,,,1,,,,,2545,,,,,,,2496
MNTOR-FLOW,,,0,,6625,-4999,,10000,,,HF_MNTOR:SQ,1,,INPREP_INC\KSTA\LDS\MNTOR.INC,,6625,-4999,0,75,ON,,,3,,5000,,6625,-100,0,,0,,,,,0,LINEAR,DISABLED,,0.08333,MNTOR FLW,,,1,0,,,,2669,,,,,,,2535
MOSMI+07-8-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,9895,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MOSMI BV,,,1,,,,,14199,,,,,,,1756
MOSMI+07-8-A0-PMLD,,,0,,15000,-99,,10000,,,MON_MOSMI_07_8_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,9911,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MOSMI PRS,,,1,,,,,14254,,,,,,,1587
MOSMI+07-8-A0-PMLS,,,0,,15000,-99,,10000,,,MON_MOSMI_07_8_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,9927,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MOSMI PRS,,,1,,,,,13878,,,,,,,1878
MOSMI+07-8-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9943,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MOSMI TMP,,,1,,,,,14255,,,,,,,1536
MOSMI+07-8-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,9958,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MOSMI TMP,,,1,,,,,13880,,,,,,,1833
MOSMI+30-0-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,9973,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MOSMI BV,,,1,,,,,14180,,,,,,,1263
MOSMI+30-0-A0-PMLD,,,0,,15000,-99,,10000,,,MON_MOSMI_30_0_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,9989,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MOSMI PRS,,,1,,,,,13920,,,,,,,1041
MOSMI+30-0-A0-PMLS,,,0,,15000,-99,,10000,,,MON_MOSMI_30_0_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,10005,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MOSMI PRS,,,1,,,,,13883,,,,,,,1391
MOSMI+30-0-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,10021,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MOSMI TMP,,,1,,,,,13920,,,,,,,992
MOSMI+30-0-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,10036,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MOSMI TMP,,,1,,,,,13883,,,,,,,1345
MOSMI+31-8-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,10051,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MOSMI BV,,,1,,,,,14164,,,,,,,552
MOSMI+31-8-A0-PMLD,,,0,,15000,-99,,10000,,,MON_MOSMI_31_8_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,10067,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MOSMI PRS,,,1,,,,,13954,,,,,,,340
MOSMI+31-8-A0-PMLS,,,0,,15000,-99,,10000,,,MON_MOSMI_31_8_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,10083,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MOSMI PRS,,,1,,,,,13848,,,,,,,580
MOSMI+31-8-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,10099,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MOSMI TMP,,,1,,,,,13954,,,,,,,290
MOSMI+31-8-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,10114,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MOSMI TMP,,,1,,,,,13848,,,,,,,528
MOSMI+42-5-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,10129,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MOSMI BV,,,1,,,,,14359,,,,,,,554
MOSMI+42-5-A0-PMLD,,,0,,15000,-99,,10000,,,MON_MOSMI_42_5_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,10145,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MOSMI PRS,,,1,,,,,14652,,,,,,,553
MOSMI+42-5-A0-PMLS,,,0,,15000,-99,,10000,,,MON_MOSMI_42_5_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,10161,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MOSMI PRS,,,1,,,,,14572,,,,,,,346
MOSMI+42-5-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,10177,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MOSMI TMP,,,1,,,,,14652,,,,,,,504
MOSMI+42-5-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,10192,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MOSMI TMP,,,1,,,,,14572,,,,,,,291
MOSMI-A0-CVPOS,,,0,,100,0,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,100,0,0,10207,ON,,,3,,5000,,100,0,0,,0,,,,,0.001,LINEAR,DISABLED,,0.08333,MOSMI,,,1,,,,,13990,,,,,,,2650
MOSMI-A0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,1000,500,0,10222,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MOSMI DENS,,,1,,,,,13970,,,,,,,2720
MOSMI-A0-DRA-FLOW,,,0,,500,0,,10000,,,TAKE_MOSMI_DRA:SNQ,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,500,0,0,10253,ON,,,3,,5000,,500,0,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,MOSMI DRA FLW,,,1,0,,,,14340,,,,,,,2157
MOSMI-A0-DRA-MOV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,10237,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MOSMI DRA BV,,,1,,,,,14199,,,,,,,2213
MOSMI-A0-DRA-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,6625,-4999,0,10270,ON,,,3,,5000,,6625,-4999,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,MOSMI DRA FLW,,,1,,,,,14198,,,,,,,2107
MOSMI-A0-LTP-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,10285,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MOSMI BV,,,1,,,,,14148,,,,,,,2754
MOSMI-A0-LTP-MOVKCK,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,10301,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MOSMI BV,,,1,,,,,14148,,,,,,,2904
MOSMI-A0-LTP-MOVOUT,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,10317,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MOSMI BV,,,1,,,,,14148,,,,,,,2834
MOSMI-A0-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,10333,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MOSMI BV,,,1,,,,,13865,,,,,,,2332
MOSMI-A0-PD,,,0,,15000,-99,,10000,,,MON_MOSMI_A0_PD:SP,1,,INPREP_INC\KSTA\LDS\MOSMI.INC,,15000,-99,0,27,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MOSMI PRS,,,1,,,,,14166,,,,,,,2576
MOSMI-A0-PMLD,,,0,,15000,-99,,10000,,,MON_MOSMI_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,10349,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,MOSMI PRS,,,1,,,,,13975,,,,,,,2135
MOSMI-A0-PMLS,,,0,,15000,-99,,10000,,,MON_MOSMI_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,10365,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,MOSMI PRS,,,1,,,,,13768,,,,,,,2143
MOSMI-A0-PS,,,0,,15000,-99,,10000,,,MON_MOSMI_A0_PS:SP,1,,INPREP_INC\KSTA\LDS\MOSMI.INC,,15000,-99,0,43,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,MOSMI PRS,,,1,,,,,13757,,,,,,,2545
MOSMI-A0-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\LDS\MOSMI.INC,,6625,-4999,0,59,ON,,,3,,5000,,6625,-4999,0,,0,,,,,(MOSMI-A0-Q:RAW < 2 ? 0.2 : 20),LINEAR,ENABLED,,0.08333,MOSMI FLW,,,1,,,,,13980,,,,,,,2585
MOSMI-A0-RTP-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,10381,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MOSMI BV,,,1,,,,,13576,,,,,,,2751
MOSMI-A0-RTP-MOVIN,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,10413,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MOSMI BV,,,1,,,,,13576,,,,,,,2831
MOSMI-A0-RTP-MOVKCK,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,10397,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,MOSMI BV,,,1,,,,,13576,,,,,,,2901
MOSMI-A0-TD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,10429,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MOSMI TMP,,,1,,,,,14166,,,,,,,2525
MOSMI-A0-TGRND,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,10444,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MOSMI TMP,,,1,,,,,13770,,,,,,,2720
MOSMI-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,10459,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MOSMI TMP,,,1,,,,,13972,,,,,,,2090
MOSMI-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,10474,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MOSMI TMP,,,1,,,,,13767,,,,,,,2094
MOSMI-A0-TS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,10489,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,MOSMI TMP,,,1,,,,,13755,,,,,,,2497
MOSMI-FLOW,,,0,,6625,-4999,,10000,,,HF_MOSMI:SQ,1,,INPREP_INC\KSTA\LDS\MOSMI.INC,,6625,-4999,0,75,ON,,,3,,5000,,6625,-100,0,,0,,,,,0,LINEAR,DISABLED,,0.08333,MOSMI FLW,,,1,0,,,,13870,,,,,,,2585
NAGRA+23-9-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,10504,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,NAGRA BV,,,1,,,,,20866,,,,,,,1637
NAGRA+23-9-A0-PMLD,,,0,,15000,-99,,10000,,,MON_NAGRA_23_9_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,10520,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,NAGRA PRS,,,1,,,,,21160,,,,,,,1670
NAGRA+23-9-A0-PMLS,,,0,,15000,-99,,10000,,,MON_NAGRA_23_9_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,10536,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,NAGRA PRS,,,1,,,,,20650,,,,,,,1670
NAGRA+23-9-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,10552,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,NAGRA TMP,,,1,,,,,21160,,,,,,,1615
NAGRA+23-9-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,10567,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,NAGRA TMP,,,1,,,,,20638,,,,,,,1607
NAGRA-A0-CVPOS,,,0,,100,0,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,100,0,0,10582,ON,,,3,,5000,,100,0,0,,0,,,,,0.001,LINEAR,DISABLED,,0.08333,NAGRA,,,1,,,,,20590,,,,,,,2650
NAGRA-A0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,1000,500,0,10597,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,NAGRA DENS,,,1,,,,,20580,,,,,,,2730
NAGRA-A0-DRA-FLOW,,,0,,500,0,,10000,,,TAKE_NAGRA_DRA:SNQ,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,500,0,0,10628,ON,,,3,,5000,,500,0,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,NAGRA DRA FLW,,,1,0,,,,20934,,,,,,,2154
